run_name,accuracy,macro_f1,weighted_f1,micro_f1,raw_oof_macro_f1,fold_mean_macro_f1,fold_std_macro_f1,class_multipliers,submission_path,model_bundle_path
best_ens_rf_600_leaf1_balanced+extra_800_leaf1_balanced+xgb_balanced+cat_balanced,0.998125,0.9935228055367268,0.9981275537663796,0.998125,0.9845769456821234,,,"[0.65, 0.65, 1.15]",D:\ML_HM_FINISH_2\MLOPS\submissions\best_ens_rf_600_leaf1_balanced_extra_800_leaf1_balanced_xgb_balanced_cat_balanced_submission.csv,D:\ML_HM_FINISH_2\MLOPS\artifacts\best_model_bundle.joblib
rf_600_leaf1_balanced,0.9971875,0.9898151747276386,0.9971877125652813,0.9971875,0.9863679798325572,0.9866027364183928,0.005386844746674116,"[1.05, 0.75, 1.0]",D:\ML_HM_FINISH_2\MLOPS\submissions\rf_600_leaf1_balanced_submission.csv,
lgbm_balanced,0.9965625,0.9871352956452494,0.996574976077343,0.9965625,0.983541052439537,0.9836590917193254,0.014358322981973929,"[0.65, 0.65, 1.8]",D:\ML_HM_FINISH_2\MLOPS\submissions\lgbm_balanced_submission.csv,
xgb_balanced,0.99625,0.9817959439245453,0.9962536738799647,0.99625,0.9775088272785234,0.9774674003845767,0.014167213027635614,"[0.65, 0.85, 1.05]",D:\ML_HM_FINISH_2\MLOPS\submissions\xgb_balanced_submission.csv,
cat_balanced,0.99375,0.9784350690558115,0.9938529067940857,0.99375,0.9724115607702947,0.9727902888060405,0.013384530635630922,"[0.65, 0.65, 2.2]",D:\ML_HM_FINISH_2\MLOPS\submissions\cat_balanced_submission.csv,
extra_800_leaf1_balanced,0.988125,0.9439783724263225,0.9881680775048091,0.988125,0.9017060651418859,0.9011178833881335,0.022343878881042462,"[1.0, 1.8, 0.75]",D:\ML_HM_FINISH_2\MLOPS\submissions\extra_800_leaf1_balanced_submission.csv,
